rate,change
0.3,0.02
0.3,0.02
0.4,0
0.6,0.04
0.5,0.08
0.4,0.12
0.4,0.1
0.4,0.02
0.8,-0.04
0.9,-0.04
1,-0.02
0.9,-0.06
0.5,-0.04
0.6,0.04
0.7,-0.02
0.9,-0.06
0.6,-0.02
0.3,0.04
0.8,-0.02
0.6,0.02
0.6,0.06
0.5,0.04
0.5,0.02
0.7,-0.06
0.7,-0.06
0.9,-0.1
0.7,-0.06
3.3,-0.58
2,-0.32
1.3,-0.18
1.1,-0.14
0.8,-0.08
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,-0.02
0.4,-0.02
0.4,-0.02
0.4,-0.02
0.4,-0.02
0.3,0.02
0.3,0.02
0.3,-0.02
0.3,-0.04
0.3,-0.04
0.4,-0.04
0.4,-0.04
0.2,0.02
0.1,0.04
0.1,0.1
0.2,0.02
0.2,-0.02
0.3,-0.02
0.3,0
0.6,-0.04
0.3,0.08
0.1,0.08
0.2,0.04
0.3,0.04
0.4,0.02
0.7,0.1
0.5,0.08
0.4,0.1
0.5,0.08
0.5,0.08
1.2,-0.06
0.9,-0.02
0.9,-0.02
0.9,-0.02
0.9,-0.02
0.9,-0.02
0.8,0.06
0.8,0.12
0.8,0.1
0.8,0.12
0.8,0.16
1.1,0.08
1.4,0.14
1.3,0.1
1.4,0.02
1.6,0.02
1.5,-0.1
2.1,-0.24
1.8,-0.18
1.5,-0.16
1.7,-0.16
1,-0.02
0.9,0
21.5,-2.7
16.8,-2.24
14.5,-2.06
12.1,-1.58
10,-1.22
8,-0.86
5.6,-0.4
4.2,-0.12
4.2,-0.14
3.9,-0.12
3.7,-0.14
3.6,-0.16
3.6,-0.16
3.5,-0.18
3.3,-0.2
3,-0.22
2.8,-0.18
2.8,-0.3
2.6,-0.16
2.3,-0.1
1.9,0
1.9,0.06
1.3,0.2
1.8,0.1
1.8,0.14
1.9,0.18
2.2,0.12
2.3,0.08
2.3,0.08
2.5,0.06
2.8,0.1
2.8,0.1
2.7,0
2.7,-0.02
2.8,-0.1
3.3,-0.22
3.3,-0.26
2.7,-0.16
2.6,-0.16
2.3,-0.1
2.2,-0.1
2,-0.04
1.9,-0.04
1.8,-0.08
1.8,-0.12
1.7,-0.08
1.8,-0.1
1.7,-0.1
1.4,-0.16
1.2,-0.14
1.3,-0.16
1.3,-0.18
1.2,-0.16
0.6,-0.04
0.5,0
0.5,0
0.4,0.02
0.4,0.02
0.4,0.02
0.5,0
0.5,0
0.5,0
0.5,0
0.5,-0.02
0.5,0
0.5,0.14
0.5,0.18
0.5,0.14
0.4,0.16
0.5,0.14
1.2,0
4.3,0.04
4.1,-0.44
3.9,-0.38
3.7,-0.4
3.5,-0.42
4.5,-0.64
1.9,-0.24
2,-0.24
1.7,-0.18
1.4,-0.18
1.3,-0.18
0.7,-0.06
0.8,-0.08
0.8,-0.02
0.5,0.02
0.4,0.16
0.4,0.16
0.4,0.16
0.7,0.1
0.6,0.06
1.2,-0.08
1.2,-0.16
1.2,-0.18
1.2,-0.2
0.9,-0.16
0.8,-0.14
0.4,-0.08
0.3,-0.06
0.2,-0.04
0.1,-0.02
0.1,0
0,0.02
0,0.02
0,0.02
0,0.08
0.1,0.12
0.1,0.22
0.1,0.24
0.1,0.2
0.4,0.12
0.7,0
1.2,-0.1
1.3,-0.14
1.1,-0.1
1,-0.1
0.7,-0.04
0.7,-0.06
0.6,-0.04
0.6,-0.04
0.5,-0.04
0.5,-0.06
0.4,-0.04
0.4,-0.06
0.4,-0.06
0.3,-0.04
0.2,-0.02
0.2,-0.02
0.1,0
0.1,0
0.1,0.02
0.1,0.02
0.1,0.02
0.1,0.02
0.1,0.02
0.2,0
0.2,0.02
0.2,0.02
0.2,0
0.2,0
0.2,0
0.3,-0.02
31.5,-2.98
26.4,-2.32
22.9,-1.9
20.3,-1.58
18.9,-1.64
16.6,-1.56
14.8,-1.46
13.4,-1.36
12.4,-1.26
10.7,-1.14
8.8,-0.8
7.5,-0.66
6.6,-0.58
6.1,-0.54
5,-0.4
4.8,-0.36
4.2,-0.24
3.7,-0.22
3.4,-0.18
3,-0.1
3,-0.1
3,-0.12
2.6,-0.06
2.5,-0.04
2.5,-0.04
2.5,-0.04
2.4,-0.04
2.3,-0.06
2.3,-0.1
2.3,-0.1
2.3,-0.12
2.2,-0.1
2,-0.06
1.8,-0.04
1.8,-0.04
1.7,-0.04
1.7,-0.04
1.7,-0.04
1.6,-0.02
1.6,-0.02
1.5,0
1.5,-0.06
1.5,-0.06
1.5,-0.02
1.5,-0.06
1.5,-0.08
1.2,-0.02
1.2,-0.02
1.4,-0.06
1.2,-0.02
1.1,0
1.1,-0.02
1.1,-0.02
1.1,0
1.1,-0.06
1.1,-0.1
1,-0.1
1,0.08
1.1,-0.04
0.8,-0.02
0.6,-0.04
0.5,0.04
1.4,-0.16
0.9,0.02
0.7,0.12
0.4,0.16
0.7,0.1
0.6,0.1
1,0
1.3,-0.06
1.2,-0.04
24.6,0.3
25.4,0.14
26,0
26.7,-0.04
25.7,-0.24
26.1,-0.28
26.1,-0.14
26,0.56
26.5,0.78
24.5,1.74
24.7,2.4
25.4,2.66
28.8,1.84
30.4,1.26
33.2,0.68
36.7,-0.26
38.7,-1.2
38,-1.78
36.7,-2.22
36.6,-3
35.4,-3.7
32.7,-3.62
29.1,-5.34
25.6,-4.9
21.6,-4.16
16.9,-3.22
14.6,-2.82
2.4,-0.44
1.1,-0.2
0.8,-0.14
0.8,-0.14
0.5,-0.08
0.2,0
0.1,0
0.1,0
0.1,0
0.1,-0.01
0.2,-0.03
0.1,-0.01
0.1,-0.01
0.1,-0.01
0,0
27,-0.06
27.5,0.4
28,0.56
28.6,0.3
26.6,-0.06
26.7,-0.12
29.5,-1.04
30.8,-0.56
30.1,0.84
26.3,3.3
26.1,5.06
24.3,5.88
28,4.74
34.3,3.04
42.8,1.32
51.4,-0.64
53.7,-1.44
51.7,-1.96
49.5,-1.7
49.4,-2.82
48.2,-3.14
46.5,-1.98
41.9,-3.18
41,-3.54
35.3,-4.3
32.5,-4.54
36.6,-4.8
26,-3.34
23.3,-2.56
13.8,-0.06
9.8,-0.34
12.6,-0.32
9.3,-0.26
10.5,-0.46
13.5,-1.52
8.1,-0.64
11,-0.32
8,-0.47
8.2,-0.73
5.9,-0.63
4.9,-0.55
9.4,-1.63
13.5,-2.44
14.6,-2.08
11.9,-1.38
7.1,-0.46
1.7,1.08
1.3,1.22
4.2,0.52
5,0.44
4.8,1.06
7.1,0.02
7.4,0.86
6.8,1.28
7.2,1.22
10.1,-0.46
7.2,0.7
11.7,0.36
13.2,0.66
13.3,-0.7
7.8,0.46
10.7,-0.14
13.5,-0.76
16.5,-1.28
9.8,0.08
10.1,-0.12
10,0.26
9.7,0.04
10.1,0.26
10.2,0.3
9.5,0.7
11.3,0.42
9.9,0.74
11.4,0.3
11.7,0.14
13,0.14
13.4,0.16
13.6,0.14
12.9,0.2
12.4,0.14
13.7,-0.58
14.2,-0.68
14.3,-1.24
13.9,-1.36
13.1,-1.28
10.8,-0.92
10.8,-0.93
8.1,-0.62
7.1,-0.9
6.7,-1
6.2,-1.05
6.1,-1.12
5,-0.89
90,-2.98
90.1,-2.76
89,-3.14
78.3,-1.42
76.6,-1.38
75.1,-1
76.3,-1.7
73.3,-1.22
71.2,-1.52
69.7,-2.06
70.1,-2.78
67.8,-3.5
67.2,-4.18
63.6,-4.58
59.4,-5.08
56.2,-5.18
50.3,-4.74
46.3,-4.44
40.7,-4.36
34,-3.5
30.3,-3.06
26.6,-2.98
24.1,-2.98
18.9,-2.24
16.5,-1.94
15,-1.58
11.7,-1.04
9.2,-0.72
7.7,-0.62
6.8,-0.58
7.1,-0.74
6.5,-0.78
5.6,-0.72
4.6,-0.6
3.9,-0.52
3.4,-0.46
2.6,-0.32
2,-0.26
1.6,-0.2
1.3,-0.14
1.1,-0.12
1,-0.1
0.7,-0.04
0.6,0
0.6,-0.02
0.5,0
0.5,0
0.5,-0.02
0.6,-0.04
0.5,-0.02
0.5,-0.02
0.5,-0.02
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,-0.02
0.4,-0.04
0.4,-0.04
0.4,-0.04
0.4,-0.04
0.3,-0.02
0.2,0
0.2,-0.02
0.2,-0.02
0.2,-0.02
0.2,-0.02
0.2,-0.02
0.1,0
72.6,-0.32
72.2,-0.3
71.8,-0.26
71.5,-0.28
71.4,-0.3
71,-0.28
70.7,-0.26
70.5,-0.28
70.1,-0.28
69.9,-0.32
69.6,-0.36
69.4,-0.42
69.1,-0.42
68.7,-0.44
68.3,-0.44
67.8,-0.4
67.3,-0.48
67,-0.62
66.5,-1.08
66.1,-1.16
65.8,-1.52
64.9,-1.52
63.9,-1.06
61.1,-0.44
60.3,-0.06
58.2,-0.54
57.3,-1.48
58.6,-1.98
58.9,-2.08
60,-2.62
55.5,-2.08
49.9,-1.08
48.7,-0.36
48.5,0.14
46.9,-0.6
45.1,-0.46
44.5,-0.46
46.9,-1.12
49.2,-1.24
43.9,0.16
42.8,1.16
42.2,2.16
41.3,3.4
43,3
44.7,1.66
48.6,0.1
53,-1.52
58.3,-3.2
58,-3.4
53,-2.56
49.1,-2.06
45.4,-1.64
42.3,-1.32
41,-1.6
40.2,-1.94
38.8,-2.22
37.2,-2.5
35.7,-2.68
33,-2.48
30.5,-2.22
27.7,-1.86
24.7,-1.46
22.3,-1.16
20.6,-0.94
19.4,-1.1
18.4,-1.02
17.4,-1.1
16.5,-1.22
15.9,-1.5
13.9,-1.35
13.3,-1.46
34,-4.06
24,-1.78
23.2,-1.58
17.7,0.84
15.1,0.98
13.7,1.26
15.1,0.42
15.3,0.34
21.9,-0.9
20,-0.68
20,-0.94
17.2,-0.6
17,-0.22
17.4,-0.72
16.6,-0.48
15.3,-0.4
14.2,-0.42
15.9,-1.1
13.8,-0.72
14.2,-0.8
13.3,1.26
12.1,6.7
10.4,2.46
10.2,2.74
10.2,2.32
19.6,0.34
45.6,-4.76
22.7,2.76
23.9,1.18
21.8,-1.16
21.3,-1.94
21.8,-1.64
36.5,-5.1
29.8,-1.86
16,4.46
11.6,3.84
13.6,0.46
11,0.36
20.5,-1.88
38.3,-5.62
30.8,-4.3
15.9,-1.82
12.8,-0.98
11.1,-0.64
10.2,-0.44
9.3,-0.24
6.8,0.08
7.9,-0.18
7.9,-0.24
8,-0.34
8.1,-0.24
7.2,-0.1
7,-0.2
6.7,-0.34
6.3,-0.48
6.9,-0.68
6.7,-0.6
6,-0.72
5,-0.28
3.9,0
3.5,0.08
3.7,0
2.4,0.24
3.6,0
3.9,-0.06
3.9,0.12
3.7,0.36
3.6,0.42
3.6,0.44
3.6,0.66
4.5,0.4
11.6,-0.44
11.2,-0.44
10.7,-0.42
10.2,-0.32
9.7,-0.26
9.4,-0.26
9,-0.24
8.6,-0.18
8.6,-0.24
8.4,-0.24
8.1,-0.28
7.8,-0.32
7.7,-0.32
7.4,-0.32
7.2,-0.28
6.7,-0.28
6.2,-0.2
6.1,-0.18
5.8,-0.12
5.8,-0.16
5.3,-0.12
5.2,-0.34
5.2,-0.4
5.2,-0.58
5,-0.68
4.7,-0.46
3.5,-0.4
3.2,-0.4
2.3,-0.26
1.6,-0.16
2.4,-0.36
1.5,-0.22
1.2,-0.16
1,-0.14
0.8,-0.14
0.6,-0.1
0.4,-0.06
0.4,-0.06
0.3,-0.04
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,-0.02
0.1,-0.02
0.1,-0.02
69,-0.46
67.9,-0.12
67.3,0.1
67.7,-0.02
67.8,0.06
66.7,0.24
67.3,0.16
67.8,-0.04
67.6,-0.02
68.1,-0.22
67.9,-0.18
68.1,-0.4
67.6,-0.56
67.5,-0.78
67,-1.08
67,-1.2
66.1,-0.94
64.8,-0.48
63.6,-0.64
61.6,-0.4
61,-0.62
61.4,-0.84
62.4,-1.3
60.4,-1.22
59.6,-1.46
57.9,-1.42
57.2,-1.66
55.9,-1.68
54.3,-1.72
52.3,-1.74
50.8,-1.84
48.9,-1.74
47.5,-1.5
45.7,-1.26
43.6,-0.96
41.6,-1.08
40.2,-1.16
40,-1.38
39.4,-1.78
38.8,-1.98
36.2,-1.8
34.4,-1.6
33.1,-1.74
30.5,-1.46
28.9,-1.34
27.2,-1.32
26.4,-0.9
24.4,-0.74
23.2,-0.88
22.2,-1.04
20.6,-1.1
21.9,-1.78
20.7,-1.9
18.8,-1.82
17,-1.74
15.1,-1.5
13,-1.18
11.2,-0.92
9.7,-0.8
8.3,-0.7
7.6,-0.64
7.1,-0.66
6.6,-0.66
5.7,-0.6
4.8,-0.42
4.4,-0.22
3.8,-0.16
3.3,1.02
2.7,1.62
2.7,1.32
3.3,0.92
5.3,-0.24
5,-0.14
4.4,-0.06
4.1,-0.02
4.1,-0.06
4.1,-0.06
4.3,-0.04
4.1,0.14
4,0.86
3.8,1.44
3.8,1.86
4.1,1.58
4.8,1.24
8.3,0.22
11,-0.52
13.1,-0.92
12,-0.46
11,-0.18
9.4,0.06
8.4,-0.72
8.5,-0.92
9.7,-1.4
10.1,-1.64
9.7,-1.62
4.8,-0.6
3.9,-0.24
2.7,-0.14
1.9,-0.2
1.6,-0.1
1.8,-0.12
2.7,-0.2
2,-0.2
0.9,0.12
1.1,0.02
1.2,-0.04
1.7,-0.22
1,-0.1
1.5,-0.24
1.2,-0.08
1,0.02
0.6,0.1
0.5,0.12
0.6,0
0.7,-0.02
0.6,0
0.6,0
0.6,0
0.6,0
0.6,0
0.6,0
0.6,0
0.6,0
0.6,0
0.6,0
0.6,0
0.6,0
0.6,-0.02
0.6,-0.02
0.6,-0.02
0.6,-0.02
0.6,-0.02
0.5,0
0.5,0
0.5,0
0.5,0
0.5,0
0.5,0
0.5,0
0.5,0
0.5,0
0.5,0
0.5,0
0.5,0
0.5,-0.04
0.5,-0.04
0.5,-0.08
0.5,-0.08
0.5,-0.08
0.3,-0.04
0.3,-0.04
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,-0.02
0.1,0
0.1,-0.02
0.1,-0.02
0.1,-0.02
0,0.02
0.1,-0.02
0,0.02
0,0.02
0,0.02
0.1,0.02
0,0.06
0.1,0
0.1,0.04
0.1,0.04
0.2,-0.02
0.3,-0.06
0.1,0
0.3,-0.04
0.3,-0.04
0.1,0
0,0.02
4.8,-0.26
4.6,-0.22
3.6,-0.02
3.6,-0.02
3.5,-0.02
3.5,-0.08
3.5,-0.12
3.5,0.08
3.5,2.64
3.4,2.74
3.1,2.06
2.9,2.32
3.9,2.42
16.7,-0.7
17.1,-1.04
13.4,-0.62
14.5,-1.34
16,-1.92
13.2,-1.58
11.9,-1.46
10.3,-1.32
7.8,-0.94
6.4,-0.9
5.3,-0.88
4.6,-0.6
3.7,-0.22
3.1,-0.1
1.9,-0.04
0.9,0.12
1.6,0
2.6,-0.3
2.6,-0.32
1.7,-0.14
1.5,-0.1
1.6,-0.2
1.1,-0.14
1,-0.1
1,-0.1
1,-0.12
0.6,-0.02
0.4,0.02
0.5,0
45.5,-0.18
45.4,0.04
45.2,0.26
45,0.48
44.9,0.7
44.6,0.94
45.6,0.68
46.5,0.42
47.4,0.16
48.4,-0.12
49.3,-0.4
49,-0.6
48.6,-1.2
48.2,-1.66
47.8,-2
47.3,-2.08
46,-2.06
42.6,-1.38
39.9,-0.92
37.8,-0.7
36.9,-0.92
35.7,-1.34
35.7,-1.62
35.3,-1.52
34.3,-1.52
32.3,-1.22
29,-0.12
27.6,-0.36
27.7,-0.32
26.7,-0.34
26.2,-0.54
28.4,-1.9
25.8,-0.98
26.1,-2.24
25,-2.04
23.5,-1.84
18.9,-1.32
20.9,-1.32
14.9,0.2
14.8,0
14.3,0.86
12.3,0.84
14.3,0.96
15.9,0.58
14.8,0.84
18.6,0
16.5,-0.02
19.1,-0.72
18.8,-1.04
19,-1.32
18.6,-1.38
16.4,-1.28
15.5,-1.24
13.6,-1.18
12.4,-1.12
11.7,-1.14
10,-1
9.3,-0.94
7.7,-0.76
6.8,-0.64
6,-0.54
5,-0.32
4.6,-0.3
3.9,-0.18
3.6,-0.16
3.3,0.04
3.4,-0.1
3.1,-0.06
3,-0.08
2.8,-0.08
3.5,-0.24
3.1,-0.16
2.9,-0.06
2.5,-0.02
2.4,0.02
2.4,0.02
2.3,0.02
2.6,-0.02
2.4,0.2
2.5,0.52
2.5,0.52
2.4,1.54
2.5,1.54
3.4,1.48
5.1,1.08
5.1,2.7
10.1,3.3
10.2,2.7
10.8,1.36
10.5,-0.06
18.6,-2.9
26.6,-4.32
23.7,-3.86
17.6,-2.72
10.2,-1.72
4.1,-0.5
5,-0.7
4.4,-0.74
4,-0.72
1.6,-0.22
1.6,-0.28
1.5,-0.28
0.7,-0.1
0.4,-0.04
0.5,-0.06
0.2,-0.02
0.1,0
0.2,-0.04
0.2,0
0.2,-0.04
0.1,0.02
0.1,0
0,0.02
34.2,1.14
32.9,1.76
33.2,0.6
34.3,-0.86
32.6,-1.2
39.9,-3.9
41.7,-4.92
36.2,-3.38
30,-3.02
26.6,-3.54
20.4,-2.82
17.1,-2.34
19.3,-2.98
14.9,-2.26
8.9,-1.2
6.3,-0.96
5.4,-0.76
4.4,-0.6
3.6,-0.48
2.9,-0.42
1.5,-0.2
1.6,-0.26
1.4,-0.26
1.2,-0.22
0.8,-0.16
0.5,-0.1
0.3,-0.06
0.1,-0.02
0.1,-0.02
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
51.6,-1.3
49.7,-1.3
49.5,-1.7
50.6,-2.14
48,-1.6
45.1,-1.6
43.2,-1.38
41,-1
39.9,-1.14
40,-1.88
37.1,-1.54
36.3,-1.66
36,-1.8
34.2,-1.92
30.6,-1.2
29.4,-1.24
28,-1.02
27,-1.24
24.6,-1.24
24.6,-1.5
23.2,-1.32
22.9,-1.38
20.8,-0.98
18.4,-0.8
17.1,-1.08
16.6,-1.24
16,-1.48
15.9,-1.36
14.4,-0.74
11.7,-0.24
10.4,0
8.6,0.58
9.1,0.44
10.7,0.12
10.5,0.06
10.4,-0.14
11.5,-0.4
11.3,-0.32
11.3,-0.14
10.8,-0.08
9.7,0.98
9.5,1.5
9.7,1.52
10.6,1.5
10.4,1.18
14.6,-0.32
17,-1.16
17.3,-1.6
18.1,-1.86
16.3,-1.56
13,-0.78
11.2,-0.98
9.3,-0.48
8.8,-0.24
8.5,-0.16
9.1,-0.64
6.3,-0.28
6.9,-0.4
7.6,-0.56
7.7,-0.6
5.9,-0.28
4.9,-0.1
4.9,-0.16
4.8,-0.18
4.7,-0.18
4.5,-0.04
4.4,-0.28
4.1,-0.36
3.9,-0.4
3.8,-0.44
4.3,-0.54
15.7,-1.34
16.1,-1.34
16.7,-1.44
9.8,-0.08
8.6,0.2
9,0.34
9.4,0.2
9.5,0.08
9.4,-0.08
9.6,-0.02
10.7,-0.2
10.4,-0.68
9.9,-0.7
9,-0.54
9.5,-0.58
9.7,-0.62
7,-0.08
6.4,-0.04
6.3,-0.14
6.6,-0.38
6.6,-0.4
6.6,-0.12
6.2,0.1
5.6,0.24
4.7,0.5
4.6,0.42
6,0.06
6.7,-0.14
6.8,-0.1
7.2,-0.18
6.7,-0.12
6.3,-0.06
6,-0.02
6.3,0.02
6.3,-0.06
6.1,-0.12
6,-0.1
5.9,-0.22
6.4,-0.4
6,-0.28
5.5,-0.24
5.5,-0.34
4.8,-0.34
4.4,-0.32
4.6,-0.5
4.3,-0.44
3.8,-0.36
3.1,-0.24
2.8,-0.18
2.1,-0.08
2.1,-0.22
99.4,-0.5
99.3,-0.52
99.2,-0.7
97.8,-0.64
97.7,-0.66
96.9,-0.6
96.7,-1.42
95.7,-5.94
94.6,-4.06
94.4,-5.24
93.9,-5.72
89.6,-5.04
66,-1.82
74.3,-4.78
68.2,-4.3
65.3,-4.22
64.4,-4.54
56.9,-3.7
50.4,-2.64
46.7,-2.3
44.2,-2.48
41.7,-2.3
38.4,-1.84
37.2,-1.62
35.2,-1.22
31.8,-0.54
30.2,-0.2
29.2,-0.08
29.1,0
29.1,-0.38
29.1,-0.3
29.2,-0.08
28.8,-0.18
29.1,0.32
27.2,1.46
27.6,1.98
28.8,2.46
27.9,2.78
30.7,2.38
34.5,1.52
37.5,0.72
41.1,-0.44
41.8,-0.88
42.6,-1.5
42.1,-3.26
41.1,-4.76
38.9,-4.06
37.4,-5.06
35.1,-3.56
25.8,-1.48
17.3,-0.72
18.6,-1.32
12.1,0
17.3,-0.9
18.4,-1.5
13.7,-0.92
12,-0.92
12.1,-1.14
12.8,-1.16
10.9,-1.04
9.1,-0.7
7.4,-0.62
6.4,-0.5
7,-0.58
5.7,-0.4
5.6,-0.48
4.3,-0.24
3.9,-0.16
4.1,-0.3
74,-3.24
70.4,-4.28
67.4,-3.64
64.3,-3.96
61.4,-3.44
57.8,-3.46
49,-1.54
49.2,-0.94
44.5,0
44.2,-0.46
40.5,-1.1
41.3,-2.7
44.5,-4.02
44.5,-4.94
41.9,-4.98
35,-4.56
27.8,-3.22
24.4,-2.92
19.8,-2.2
17,-2.22
12.2,-1.72
11.7,-1.96
9.8,-1.7
8.8,-1.56
5.9,-1
3.6,-0.56
1.9,-0.22
1.3,-0.1
1,-0.04
0.9,-0.02
0.8,0
0.8,0
0.8,0
0.8,0
0.8,-0.02
0.8,-0.02
0.8,-0.02
0.8,-0.02
0.8,-0.02
0.7,0
0.7,0
0.7,0
0.7,-0.02
0.7,-0.02
0.7,-0.02
0.7,-0.02
0.7,-0.02
0.6,0
0.6,0
0.6,-0.02
0.6,-0.02
0.6,-0.02
0.6,-0.02
0.6,-0.08
0.5,0
0.5,-0.06
0.5,-0.06
0.5,-0.06
0.2,-0.04
0.5,-0.1
0.2,-0.02
0.2,-0.02
0.2,0
0,0.04
0,0.06
0.1,0.06
0.1,0
0.2,-0.02
0.2,0.04
0.3,0.02
0.4,0
97.7,-0.2
97.1,-0.12
97.1,-0.2
97,-0.1
97.6,-0.4
96.7,-0.24
96.5,-0.18
96.1,-0.14
96.5,-0.4
95.6,-0.08
95.5,-0.2
95.6,-0.08
95.4,0.1
94.5,0.12
95.2,-0.04
94.5,0.06
95.2,-0.14
95.9,-0.28
95.1,-0.04
95,-0.1
94.8,-0.08
94.5,-0.1
94.5,-0.18
94.9,-0.32
94.5,-0.34
94.4,-0.46
94,-0.46
93.6,-0.5
93.3,-0.5
92.8,-0.46
92.1,-0.32
91.7,-0.12
91.1,0.18
90.8,0.5
90.5,0.54
90.5,0.52
91.1,0.36
92,0
93.3,-0.4
93.2,-0.54
93.1,-0.72
92.9,-0.86
92,-0.96
91.3,-1.12
90.5,-1.48
89.5,-2
88.6,-2.52
87.2,-2.98
85.7,-3.66
83.1,-4.24
79.5,-4.62
76,-4.98
72.3,-5.16
67.4,-5.34
61.9,-5.14
56.4,-4.86
51.1,-4.28
46.5,-3.9
40.7,-3.38
36.2,-3.1
32.1,-2.78
29.7,-3.14
27,-3.36
23.8,-3.04
20.7,-2.5
18.2,-1.38
14,0.04
10.2,0.62
8.6,0.96
8.2,1.16
11.3,0.74
43.8,-1.44
48.8,-2.36
48.5,-2.76
36.8,-1.22
41.1,-3.54
36.6,-2.54
37,-3.24
34.7,-3.68
30.7,-2.94
23.4,-1.6
23.9,-1.74
20.8,-1.46
16.3,-0.94
16,-1.1
15.4,-1.08
15.2,-1.16
13.5,-0.78
11.6,-0.54
10.5,-0.5
10,-0.6
9.4,-0.64
9.6,-0.8
8.9,-0.64
8,-0.84
7,-0.62
6.2,-0.48
5.6,-0.34
5.7,-0.38
3.8,0
3.9,-0.04
3.8,0.04
3.9,0.06
3.8,0.08
3.8,0.36
3.7,0.54
4,1.42
4.2,3.64
4.2,3.52
5.6,2.42
6.4,0.92
11.1,-0.28
22.4,-2.7
21.8,-2.28
17.7,-1.56
11,-0.26
9.7,-0.04
8.9,0.08
10.4,-0.48
9.9,-0.56
9.7,-0.58
9.5,-1.02
9.3,-1.3
8,-0.7
7.1,-0.6
6.8,-0.28
4.4,0.24
2.8,0.46
4.5,-0.12
4.1,-0.08
5.4,-0.42
5.6,-0.18
5.1,-0.24
3.9,-0.28
3.7,-0.3
3.3,-0.16
4.7,-0.5
3.9,-0.36
2.5,-0.12
2.2,-0.08
19,-0.96
18,-0.98
17.1,-1.02
15.9,-1
14.8,-0.94
14.2,-1
13.1,-1.06
12,-0.94
10.9,-0.88
10.1,-0.86
9.2,-0.84
7.8,-0.7
7.3,-0.7
6.5,-0.72
5.8,-0.64
5,-0.62
4.3,-0.54
3.8,-0.46
2.9,-0.34
2.6,-0.32
1.9,-0.22
1.6,-0.16
1.5,-0.18
1.2,-0.16
1,-0.12
0.8,-0.08
0.8,-0.1
0.6,-0.06
0.4,-0.02
0.4,-0.02
0.4,-0.04
0.3,-0.02
0.3,-0.02
0.3,-0.02
0.3,-0.02
0.2,0
0.2,0
0.2,0.02
0.2,0.02
0.2,0.02
0.2,0.02
0.2,0.1
0.3,0.38
0.3,1.04
0.3,1
0.3,1
0.7,0.84
2.2,0.42
5.5,-0.34
5.3,-0.5
5.3,-0.66
4.9,-0.68
4.3,-0.66
3.8,-0.62
2.8,-0.4
2,-0.26
1.5,-0.2
1,-0.12
0.7,-0.08
0.8,-0.1
0.7,-0.08
0.5,0
0.4,0.02
0.3,0.02
0.3,0.02
0.3,0.04
0.5,0
0.5,-0.01
0.4,-0.02
0.4,-0.04
0.5,-0.07
47,0.66
50.9,-0.44
49.9,0.1
50.9,0.18
49.3,0.14
50.3,-0.48
48.7,-0.62
50.4,-1.32
51.8,-2.04
50,-1.92
47.9,-2
45.6,-2
43.8,-1.78
41.6,-1.84
40.4,-1.8
37.9,-1.62
35.6,-1.84
34.9,-2.22
32.4,-2.36
31.4,-2.56
29.8,-2.12
26.4,-1.98
23.8,-1.8
20.6,-1.4
18.6,-1.36
19.2,-1.72
16.5,-1.34
14.8,-1.12
13.6,-1
11.8,-0.84
10.6,-0.54
9.8,-0.38
9.2,-0.44
8.6,-0.42
7.6,-0.26
7.9,-0.36
7.9,-0.4
7,-0.14
6.5,-0.02
6.3,0.02
6.1,0.06
5.9,-0.34
6.3,-0.52
6.4,-0.2
6.4,-0.2
6.4,-0.48
4.2,-0.04
3.7,0.02
5.4,-0.44
5.4,-0.58
4,-0.4
4,-0.46
3.8,-0.44
3.2,-0.36
2.5,-0.26
2,-0.24
1.7,-0.26
1.6,-0.28
1.4,-0.26
1.2,-0.22
0.8,-0.14
0.4,-0.06
0.2,-0.02
0.1,-0.02
0.1,-0.02
0.1,-0.02
0.1,-0.02
0.1,-0.02
0,0
0,0
0,0
35.6,-1.5
34.6,-1.06
30.6,-0.58
30.8,-0.5
29.4,-0.06
28.1,0.3
29.3,-0.24
27.7,-0.26
28.3,-0.86
29.1,-1.56
29.6,-1.94
28.1,-1.66
26.4,-1.44
24,-0.88
21.3,-0.48
19.9,-0.12
19.8,-0.1
19.2,0.08
19.6,-0.18
18.9,-0.46
19.3,-0.4
19.3,-0.48
19.6,-0.74
18.7,-0.06
16.6,2.14
17.3,1.94
16.9,1.82
15.9,2.28
18.4,1.64
27.3,0.06
27,0.5
26,0.86
27.3,0.72
